review_text,stars
"Great location, the staff was friendly and all needs meet. Enjoyed the waffles for breakfast 😋 Would definitely stay again",5
The room was great The hotel was great location especially everything for the price we received The staff was amazing It was perfect for a mother-daughter trip,5
Great location and they held my luggage since we got there early. Staff was very nice and room was clean. My only complaint would be the elevators were very slow.,4
Communication was great throughout. The front desk was very helpful in printing a few documents needed for a business presentation. All staff members were very friendly.,5
"Everything was as described, and super close to Times Square. Plenty of different eating places to go to, within 20 minutes of walking.",5
"Facilites are great, very convenient, very close to the heart of Manhattan, accesible to public transportation and breakfast included makes a difference",5
The location was ideal and the space was all we needed. Highly recommend for anyone interested in the attractions midtown NYC has to offer!,5
I enjoyed my Stay. The area was very nice and busy lots of places to eat and being able to see the city was amazing.,5
"The hotel met my expectations. I had no issues with check-in. The elevator was quite busy during peak hours, but fortunately, I was on the 4th floor and could often take the stairs. The hallways were somewhat dirty, but the room itself was clean. The neighborhood felt a little sketchy at night, and they lock the doors at 11 PM; however, you can still get in with a keycard. Booking through Airbnb means you won’t earn hotel rewards points, but it still counts as a stay. Overall, I was happy with my stay. I didn’t reach out to the host, but they appeared to be readily available if needed. I would stay here again and book with this host in the future.",5
"The staff is very friendly, helpful and responsive. The hotel needs an upgrade. The bed was not that comfortable, the carpet needs a really good shampooing or better yet to be replaced. We didn't want to walk on it with our bare feet. The lock on the safe in our room didn't work. The stairs, which we used a lot, seem to be missing from their cleaning list. The lobby needs an upgrade. The breakfast is extensive with juices, eggs, all types of breads, muffins, pancakes, oatmeal and more. The location is fabulous, easy access to subways and main transfer stations. It's a very active hotel with lots of groups coming and going which was not an issue for us, yet might be an issue for others as the lobby has a tiny footprint.",3
"We had a good stay at this hotel. Check-in and check-out were quick and easy, and the staff were friendly and attentive throughout our visit. When we arrived, they let us leave our luggage at the front desk before check-in, and our room was ready a couple of hours early, which we really appreciated. The room had a fair amount of space and while the building is a bit older and the showers were small, it didn’t take away from our stay. Our refrigerator wasn’t very cold, and when we asked the front desk if they could store our cheesecake for us, they gladly did. Overall, everything went smoothly and the staff made sure we were taken care of.",5
This place was fantastic. Perfect area for travellers and such a fantastic room. Wish I had booked them for my second leg! Definitely got spoiled when I saw my next Airbnb was like.,5
"I had a wonderful stay at the Hampton Inn Times Square! The location couldn’t be better—just steps away from Broadway, restaurants, and all the action of the city, yet the hotel itself was quiet and comfortable. The staff was friendly, professional, and always willing to help with directions or recommendations. The room was very cozy, smaller than expected. The complimentary breakfast was a nice bonus and saved me time before heading out for the day. Check-in/check-out was smooth and hassle-free. Overall, this hotel is a great choice for anyone visiting New York and wanting convenience, comfort, and great service.",5
"The hotel provides a basic stay at a reasonable price, for Manhatten. There was shower gel, shampoo, conditioner, body lotion and hand wash all provided. Towels, bed linen, fridge and coffee maker also in the room. The TV is very old and probably the original from when the hotel was established. This could do with an upgrade. There was housekeeping daily who made the bed, refreshed the towels and coffee, however, they seemed to not vacuum the floor, which needed doing by the middle of the week. A very basic hot breakfast along with oatmeal, yogurts, cereals and bread were complimentary with the stay. The Wales were made fresh for you if you wanted them.",4
You cannot beat the location! We stayed for two days to see 3 Broadway shows and the location was perfect. The only negative part was the bathroom wasn’t cleaned well before we checked in. The lobby staff were so helpful and kind and we were able to leave our luggage before and after our stay for hours so we didn’t have to lug it around the city.,4
"Had a great stay. Was super convenient with the location being so close to times square and manhattan. I could easily get to any train I needed to. Close to all the shopping and restaurants you can think of. Furniture is definitely a little outdated, however was still worth the value. Front desk was kind and super helpful and the breakfast was def an added plus!",5
"It was a nice place to crash for the night. I am a near freak though and found a hair stuck in a pillow. The shower was not very clean, stuff left on the floor. The toilet had a hair in it and toilet paper and was not flushed. Besides that it was very comfy and good walking distance to pretty much everything we wanted to see!! Looks just like the listing",4
"I had an excellent experience at this hotel! From check-in to check-out, everything was smooth and pleasant. The room was clean, comfortable, and well-equipped, and the overall atmosphere of the hotel was welcoming and relaxing. Thank you to the entire hotel team for making my stay so enjoyable — I truly appreciate your efforts!",5
We had a great stay at the hotel! It is extremely well located with it being just a short walk over to Times Square. It’s also an easy walk up to Central Park or to access the subway and other locations in the city. We enjoyed the breakfast and had a wonderful man help us make waffles. Thank you for the stay!,5
It was my first time in the big apple and I choose to stay here it’s the perfect location it’s not to far from Times Square it’s lots of stores / things to do in the area it’s also 2 parking garage on the block so that made parking easy … check in was a breeze/ quick the staff was very friendly and I enjoyed my stay I’ll return when I come back to nyc,5
"Overall the stay was quite bad, the room smelled as you enter, the place is quite small, things are broken - for example the tap works but clearly needs repair as it is loose from the base and is barely holding, the shower is small, and the ac handle is broken as well, the windows dont open so you can not do anything about the smell as well",2
"We had a great stay! Great location with plenty of things to do. We were in a room next to the elevators and couldn’t hear them at all. Occasionally we heard some street traffic but nothing to be bothersome. Complimentary breakfast was lackluster but there’s plenty of great breakfast spots in the area to make up for it. Overall, we would stay again.",5
"I would definitely recommend this spot to future guests. The room was clean, their staff was very friendly , and their continental breakfast was great. Lastly, this spot is in an ideal location in Manhattan as it is close to a lot of tourist activities. I will keep this place on my list for future visits!",5
"Low end place, strangely enough they made me write extra info down after I gave my ID and Card, they continued to charge me double the normal deductible rate. Then I get to my room and the door didn’t work unless I yanked on it then pushed, fought with the door every time. The room was small and not worth what I paid for, I’ve stayed at nicer places for cheaper",3
"My travel partner and I had a wonderful stay! The hotel staff was helpful and friendly. The photos and description in the listing were accurate, and the room had more space than we expected. Elevator wait times were always short for us, and it moves quickly! Our room was next to the elevator but we didn't notice excess noise from the room. The included breakfast was a nice perk.",5
"Great place to stay in the city for a getaway!! Pretty close to the Subway, Times Square & Hudson Yards. Breakfast was better than what I expected, and I’m grateful we got a good deal here. Also very thankful that the front desk staff was able to keep our bags in the back before check-in and after check-out, so we could enjoy touring the city peacefully!",5
The hotel room was clean and the breakfast was as described. Only complaints we had were the mattress was pretty uncomfortable and the AC unit was very rattly so it wasn’t great for those of us who like white noise at night. Other than that the staff was very friendly and it was exactly as described.,3
Convenient location and close to Times Square. The hosts are very responsive and would check in via text if I needed anything during my stay. It was nice to have the hot breakfast because I was able to get out and start my day earlier. The only downside was it can get pretty crowded in the cafeteria room during breakfast & there's only 2 elevators for the whole hotel so there can be a wait depending on when you need it.,5
Clean and convenient. It was easy from check-in to check-out. I would definitely consider this place again.,5
No staff was present to help with my luggage while checking in and had only 2 lifts for 20 floors. Everything else was fine.,4
small room but great location and flexible check in time!! overall good stay,4
Great place to stay. Great staff and right in the center of everything to do in the big city.,5
Located in the perfect place and definitely worth booking! We hope to be back here again soon,5
"Absolutely incredible location, price, and a decent breakfast too. Would stay again.",5
"Excellent location, great host and yummy breakfast! We will definitely return!",5
"A nice, simple place located not far from Penn Station. Overall, recommended.",4
Very nice staffs… special the waffle maker and kitchen staff…,5
It’s the Hampton Inn. There was no issue booking though AirBnB. My Hilton status was recognized and points accrued.,5
Great for our stay in NYC to see a play. Could walk to our theater on Broadway.,5
Had a great stay! Thanks to the staff who were always so kind with all of my inquiries!,5
"It was my first time booking on Airbnb, and unfortunately it wasn’t a great experience. Jason was not helpful or understanding, so I will not be booking with him again.",1
"Good servis and close to all public transportation and very close to the city center time Square. maintain your friendliness in service, always be successful",4
"Exactly as advertised, friendly staff, nice breakfast. Clean and staff very efficient.",5
Great location close to Times Square. Enjoyed the free breakfast!,5
"everything was great, good location, breakfast, except for the elevator which was out of service for an entire day",5
"Great location, friendly staff especially gentleman making waffles and front desk staff. Room decedent.",5
Responsive host. The included breakfast was ok - there was only ever 2-3 select hot food options.,5
"i don’t enjoy giving a bad review but i feel obligated to truthful. the place was dirty. check in person was lovely, all other employees somber. great location.",3
Everything was great. Cozy and clean room and very central to get to the tourist spots in NYC and also the subway is very close. Can recommend!,5
Perfect for our 1 night stay after a concert at MSG. Great location to walk 15 mins either way to MSG or Grand Central.,5
Hosts communicated quickly and were very helpful. Hotel was clean and a good amount of space for two people.,5
"Great location, helpful staff, & clean rooms! Waiting for the elevator was not as bad as made out to be in other reviews (in my opinion)!",5
Great communication. Room was clean and comfortable. Minor requests were addressed promptly.,5
"This hotel is very conveniently located, between 8th and 9th Ave. The Valet Parking is very convenient, although it is perhaps $10 - $15 more per day than would be the case at one of the local garages--but, the convenience for someone arriving with luggage was well worth the extra few dollars. The people at the front desk were very helpful in all ways. The breakfast is very good, including omelets or scrambled eggs as well as sausage and good oatmeal and nice baked goods. I have only one slight complaint: the two elevators are very small, and it can take many, many minutes during the morning hours to catch an elevator that isn't full. There are at least 30 stories, and so it actually becomes very inconvenient to have to wait for an elevator (for example) when going upstairs after breakfast. I organized my day around this without much difficulty, including checking out very early in the morning. The room was spotless. It was not huge, but it had everything necessary.",5
"Came early after long flight Front desk provided us with early check in which we deeply appreciated Clean rooms, good location",5
Great for a one night stay in NYC. Close to Times Square and held bags before check in and after check out.,5
"I will say that this was one of the cheaper options for a 1-night stay in NYC. I guess you get what you pay for. Check-in was quick. They do charge you for incidentals that are reimbursed to you after your stay. There are only 2 elevators for the whole hotel so waiting to get up and down takes a good 15 minutes. We did not have a working TV our whole stay, no big deal, we were only there for 1 night. We did have an issue with the toilet. After flushing, it kept running water and overflowed. Huge mess. Our door to the room did not close all the way unless you pulled it shut. Huge security issue especially since we were in the room right next to the elevators. Staff was fine. Not great, not bad. Given the choice, I probably wouldn't stay here again.",2
"Location is good, moderately well lit, still need to be conscious of safety walking late in the evening. Staff was amazing. Lady who checked us in at around 1 AM on 9/30/25 was an angel. Check in was delayed for some reason, but she took care of us with Water and a late check out time so we could get some rest. That lady needs a RAISE. 10/10 Housekeeping and breakfast staff were also VERY kind and accommodating. I do wish breakfast went until 10:30 AM at least. Breakfast options were pretty “basic“ but there were many options so that was wonderful. Building was clean and well lit. The room had quite a bit of wear and tear but the linens and bathroom were especially clean looking and the small was mostly neutral, which is really what matters in my book. Bed was comfortable, pillows were NOT. Appear to be some sort of down filling that looked fluffy but flattened as soon as you used it. If you like flat overly squishy pillows you’re in luck. Would stay again if the price was the same.",4
Great location. In the heart of time square area. Great price compared to other searches. Great room.,5
"The hotel is in an amazing location. The neighbourhood is safe and very close to Times Square. The breakfast was good. The staff at the front desk is very nice, but not really offering solutions or compensation if you have any issues. About the room, for that price, it’s unacceptable to find the carpet wet and dirty on multiple spots. I had to wash my socks in the sink because I accidentally step on the wet part of the carpet and they became black. We then had to leave a towel to be able to walk on that spot which was exactly in front of the bed. Plus the bed sheets were completely dirty, with multiple black marks. We asked for new one, but since it was 2 am no one from the cleaning staff was there so we had to remake the bed by ourselves which wouldn’t have been a problem at all if only they would have provided us with the right sheets, king size, instead, they gave us queen size",3
"We were arriving late (like 1am). The gift wasn’t sure how to address this with the hotel, and the hotel typically marks anyone who hasn’t arrived by midnight as a no show. But, one of the hotel employees gave me an email address for the company that owns the hotel. I sent an email and within minutes received confirmation that we wouldn’t be marked as a no show, and the person also provided me with a complimentary late checkout. It was awesome. The hotel itself is in a perfect location, the hotel team was amazing, and we had a blast in NYC. The hotel location was so great that we walked and took the subway everywhere and easily saved hundreds of dollars on taxis/ubers. And, booking a room through AirBnB saved us hundreds of dollars as compared to booking through the hotel directly. Long and short is that we knew we weren’t going to be in the hotel room very much because we were going to concerts and clubs, so this was perfect for us.",5
"NYC is expensive, but this fare was one of the lowest we could find and the description matched everything to a T. Would stay again.",5
"Absolutely no-fuss, but convenient location, and a safe place to get a good night's sleep. Recommend!",5
Convenient to Time Square and Broadway NYC close to everything including the subway. I would stay here again in the future.,5
Room and Bathroom was very clean. They cleaned our room every day. Definitely recommended for the stay in NYC.,5
"The hotel room was clean, the staff were accommodating, the the location was really good. I found this hotel perfect for my NYC trip.",5
"Pros: - easy check-in, but can be a long line - only 2 attendants, and they have 30+ floors of guests - valet parking $75/night - can call ahead of time for a rush pickup - otherwise allow 60-75 min - free breakfast - more reasonable pricing for Manhattan - King bed Cons: - unclean - food leftovers from prior guest was not cleaned from pantry - manager was responsive about the above, but did not actually take action - small room - might bump into glass in shower - way too many guests for only 2 elevators - can be 10-15 min wait times in the mornings - free breakfast very crowded, but the servers work quickly - some furniture was damaged - weird smell, but could be from the food as described above - gym did not have treadmill - only elliptical, bike, and free weights",2
"9 years on Airbnb Rating, 5 stars , · August 2025 Great place to stay in the heart of Manhattan! It's in close proximity to the subway and the host was very responsive and helpful.",5
"For the location and free breakfast, it's pretty reasonably priced compared to other hotels in the same area.",4
Very clean room and great location. Good breakfast options too and everyone is very friendly! Only thing was the ad said a hair dryer was included and didn’t see one,5
Loved the stay. Close to Time Square and the 42nd street station. A great central location to get to about anywhere in New York.,5
"The location is really great, very convenient and enjoyable. The staff was friendly and provided good service. I had a very pleasant stay and would definitely recommend this hotel!",5
Good stay. Very helpful and accommodative receptionist who assisted with checking in. There was a slight issue with a roof leak in the room originally assigned but this was resolved promptly by allocating us a different room. Happy with the experience.,4
"We enjoyed our stay in this place. We visited New York for the first time and the only thing we needed was a good location, a decent breakfast, and a good bed! It was satisfying in overall.",5
"Wonderful staff onsite, allows you to leave your bags so that you can walk around without carrying them prior to check in. Check in was early at 2. Check out at 12. Location right next to the train. I can’t complain",5
"I really appreciate the gentleman who makes the waffles in the daily breakfast area. Very friendly, helpful, and patient. The ice machines on several floors do not work though.",5
"Not 1 complaint from my roommate and I. The room was perfectly furnished and well equipped with everything we needed. If it were possible for me to leave more than 5 stars, I WOULD. The location was not far from the heart of the city in Times Square. Many beautiful memories were created, and it all began with a lovely team hosting 2 Texas skaters who rested comfortably and felt almost at home. Thank you all very much for hosting us. We look forward to returning and booking with your team again in the near future!",5
"7 years on Airbnb Rating, 5 stars , · August 2025 It was a great stay. Host was responsive and welcoming. Location is super awesome and is just 5 minutes walk from Times square and the edge. Room and washroom was clean and equipped with all the amenities. Overall a great stay.",5
"These are rooms in an operating Hampton, so it’s not a traditional Airbnb. The hotel staff was responsive and helpful. Facilities were clean and up to date, including the elevators. Location is excellent. A great value!",5
"Great location, easily walkable to local attractions, easy check in/out . The front desk was able to hold our luggage for the day. Breakfast was good . Will definitely stay here again",5
"We enjoyed the experience. The host responded quickly and efficiently. Everything was laid out clearly. It is in a great centralized location to Times Square and lots of public transportation. The staff at the hotel were friendly, helpful, and kind. Overall a great stay and experience.",5
"I’m very happy with our stay. Check in was very easy! We stayed on the 15th floor, it was quiet and easy to access. The hotel was located on a somewhat quiet street but within walking distance to Times Square and the subway. The price was perfect and we are very glad to have found this place!",5
"The Hotel room was clean, temperature was perfect, space was ample. The location was so close to transit and walkable to ferry to Weehawken. Price was good for what we got. I would stay here again for sure. Thanks so much! Also our deposit was returned when we left the hotel.",5
"Really good hotel! Clean, comfortable rooms that include a small fridge (I like keeping some cold drinks in there). Everyone working here was super friendly, and they also helped me out when I wanted to extend my stay by a couple days. I liked the coffee and breakfast too.",5
"I had a great stay — the staff were very thoughtful and checked in daily to see if we needed anything. The hotel was well-located, and the complimentary breakfast was a nice bonus.",5
"We loved our stay! Check-In was at 3pm, but we were able to check in early which was perfect because our broadway show was at 2pm. The Front Desk was super helpful even though it was a busy Saturday afternoon. They cared for us, even pointed out I should move my car to avoid a parking ticket! No hidden fees. Everything is clearly stated in the instructions they send you. Also, there were no issues booking thru Air-BNB instead of the hotel’s website. We only stayed 1 night, but it was the perfect crash pad after a long day of tourism!",5
"We had an amazing stay! Great price! Easy to walk anywhere in downtown nyc from the apartment. Will definitely book again for future nyc trips. Easy check-in, valet parking service for a reasonable price as well.",5
"Close to Times Square to walk there. A good base for a short stay, suiting our 2 night break. Family friendly and friendly, helpful staff. It is in a busy district so not a retreat in the city - it serves its visitors comfortably, suitable for Broadway breaks etc and for public transit.",5
"This location was perfect. Six minutes from the Port Authority in mid-town. Eight mins walk to Times Square. The hotel gave a gift bag with bottled water when we arrived which was great! The room was awesome. Big comfortable clean bed. Clean bathroom with a very nice tiled shower. We had a huge flat screen tv which was nice and the AC kept our room very cool during the hot muggy days we had. Our host Saud, was very responsive and helped us get checked in quickly and met our every need!",5
"Overall, it matched the pictures was easy to navigate the city with such a central location. The only downside was the elevators in the morning. depending on how busy breakfast was the elevators could get a little backed up.",4
"3 years on Airbnb Rating, 4 stars , · July 2025 Good location. Room was clean and the elevator was much faster than expected. Hotel could use some updating and be cleaner with friendlier receptionists but overall a good stay.",4
"This was an awesome place for us to spend the night as we traveled through New York City! A short walk away from Times Square! The manager Saud checked on us and was there to help us. Easy check-in, easy check-out. Would recommend, and I can’t wait to stay here again!",5
"When arriving didn’t had rooms available for my reservation, had to pay a lot more to stay in another hotel for the night because they never filme about the situation prior to arriving. At that time goons were extremely expensive around. Didn’t made an extra effort to accommodate me in another place.",1
"I am a working Playwright based in Los Angeles and come to New York frequently, so I’m always looking for a reasonably priced nice place to stay in the heart of the beauty district. This place was exactly what I wanted and I would stay here again and again.",5
Great location and the room was clean. Free breakfast too. Give yourself plenty of time for the elevator. The $150 security deposit upon arrival after already having paid in advance for both nights was a ‘surprise’ for an AirBnB but it is what it is I guess? Other than that it was great.,4
"Actually a hotel in New York city. Good location. My room was not available when I arrived. but they escorted me next door where I was efficiently checked in to a very clean and comfortable room. Communication with host was always quick, courteous and helpful. Good stay.",5
"Great stay. Clean room. Would definitely choose this option in the future. Wish there was more to the fitness center (only one elliptical, bike, and some dumbbells), but as expected. Thank you!",5
Perfect stay and location. Had a problem checking in because they couldn't find my name (possibly booked under another name?). But outside of that it was absolutely perfect!,4
"I had an excellent experience and my stay and location was perfect. My room was clean, comfortable, and surprisingly quiet considering the bustling location. The complimentary breakfast offered a great variety of options and saved me time and money each morning. The staff was consistently friendly and helpful, especially when I needed directions and restaurant recommendations. The free WiFi worked perfectly throughout my stay. I particularly appreciated the security measures in place, requiring key card access after hours. I would gladly stay here again on my next visit to NYC",5
"I was surprised it was a hotel. Has 2 elevators that are small so during busy times you have to wait a long time to get down. My husband walked down from the 24th floor because it was taking so long. Then discovered a door handle to the main floor was missing so had to go to the basement and walk out to the street. Also there wasn’t a phone in the room to call the front desk and no number easily available to call with our mobile phone. It definitely needs a face lift, but the bed was comfortable and close to many things.",3
"Very happy with our stay! We had fresh towels everyday and our room was tidied. Hotel staff were very nice and attentive. It was very easy to find and there were many places to eat very close by. Would definitely recommend and if we ever return to the city, we would stay here again!",5
Central location to the train and time square. I was afraid this location was going to be loud but it wasn’t. We had a furniture issue but that was quickly addressed by the host and hotel.,5
Stayed here for a conference at Javits. Great walking location. The hotel itself is pretty out of date but it does the job. Friendly staff. Slow elevators (2x that I could see) which the cleaning staff also have to share using over 30 floors.,5
"The location is excellent, and the cleaning team is professional, providing daily service. While the bathroom equipment is somewhat outdated, it remains functional and ensures a seamless experience. Despite being in the heart of Manhattan, you can still enjoy a restful sleep.",5
"I loved the extra perks. Most places don't give you water, snacks AND cookies! Plus, the room had alot of space and gave what it needed for a hotel in the theater district. Definitely a good deal!",5
Great location! Very accessible to hot spots in NYC. Definitely closest to Times Square and all that stuff. Overall for the price and location you literally will not find better. It is inside of the Hampton inn hotel!,5
"needed an affordable room for two nights in Manhattan and this place delivered. Nice place, friendly staff, and kudos to the guy who makes breakfast because I showed up 30 minutes after breakfast closed and he kindly got me a bagel and turned the toaster back on for me to toast it, and even offered to re-start the Waffle maker. Front desk was helpful and fast, getting Ubers in and out was easy, and it was in a great location. five stars all around !",5
"Great stay, clean, only there one night went to two shows in two days. Very accommodating, kept up with text messages, answered promptly, can’t wait to come back! Thanks so much!",5
"Great location, nice stay. Highly recommended. It was close to subway as well. They also hold your bags after checking out, so you can walk around the city without carrying them.",5
The location and ease of access was great! I really enjoyed how I could leave my hotel at any time and have easy access to Times Square. The subway system being right around the corner was so convenient as well!,5
"Walking distance to Broadway theaters, Carnegie Hall, Empire State Building, Chelsea, etc. and the subway station was ust a couple blocks away. The room was spacious and very well equipped for the price. Lots of good, affordable places to eat on 9th avenue, and most of the high-end midtown restaurants were in walking distance. The elevators were sometimes slow, and the business center was used for storage during my stay, but they were minor issues you'd have to expect at any affordable places in New York.",5
"This was a very affordable and decent option for staying in Times Square. Honestly, my only complaint was how slow the elevator is. Definitely don’t try and leave the hotel in a hurry because the elevator will surely take a very long time. I was on the 27th floor and probably waited close to 15 minutes for the elevator to reach me. There are only two, and one of them was out of order one of the days I stayed there. Otherwise great spot.",4
"I want to pubicly thank Jason and Sade. Jason for being very responsive and helping me out with my very late check-in and arranging that for me (after midnight). Sade for helping me out with directions, offering advice about he locale, and even with getting a cab. She really went the second mile for me and I appreciate it. I would also like to shout out to the breakfast crew. I felt impressed by their degree of hustle and making sure all of the guests were served and fed. Truly a remarkable team.",5
"Loved this hotel!! Highly recommend, not too loud, very clean, house keeping comes everyday, AMAZING breakfast options, good walk to everything including times square being less than a 10 min walk. I would say spacious for a NYC place also.",5
"The hotel was very clean, and the staff was friendly and helpful. The location is perfect just a short walk to Times Square and close to the subway, making it easy to get around. Breakfast was also good with a nice variety. Highly recommanded.",5
"We have stayed here a couple of times but this time, I checked in late due to delayed flight and they were so responsive and accommodating. They gave me a higher level room which was great. Walking distance to Port Authority Bus & Times Square. Subway is within the Port Authority bus so everything is so accessible. Free Breakfast was really good. Just make sure to go down early cause it could get crowded. They also store luggages for checked out guests for free. I would definitely recommend this place & will surely book it again.",5
Great staff and clean space near everything.,5
Place was a great stay close to everything including subways. Would stay here again,5
Great neighborhood web tons of great places to eat. Right by Broadway for shows.,5
We loved our stay! Very convenient to Times Square.,4
"Great experience, hospitality top tier, will be returning very soon.",5
"Quick 2 night trip to the city, Hampton Inn was good value for what I was there for.",4
It’s a good place with a perfect location if you wanna see Times Square!,4
"Great location, good price and responsive host!",5
The place needs renovation. For the price we paid we were expecting better.,2
The staffs were all so pleasing. Thank you!,5
We had a great time staying at this hotel and the staff was very kind.,5
The staff was amazing in every way imaginable. So nice and attentive.,5
Great location. Will stay here again.,5
Good size room for a quick weekend trip for 2 people. Great customer service.,4
"Great hotel, breakfast included. Close to everything!",5
"Perfect location, spotless place, and the accommodations look exactly like the pictures.",5
"great location, very close to several popular areas of nyc. cleanly and just as described",5
"Very friendly people as host and bell guy, the room was also perfect, great hotel to stay for a good price.",5
The staff was very friendly and addressed our issue in a timely manner. All was great,5
Excellent location. Very close to all the tourist attractions,5
"Conveniently located, free breakfast a plus. Would definitely stay again.",5
"Great location in the city. Near subway stations, restaurants and major attractions.",5
Was great. Friendly and helpful staff. Would recommend this place.,5
"Clean, spacious, prime location! Would go back over and over again",5
"It was a very expensive weekend for almost all locations in NYC that weekend, so the cost of this stay was comparable to others, I suppose.",4
this place has been by far the best one i have stayed at in nyc. the host was amazing in all aspects from booking to checkout. 10/10 experience. 10/10 recommend.,5
"There was lovely and friendly staff. Especially, night-shift people. They are so kind and helpful.",5
"Stay was great, room was very clean. We enjoyed our time here.",5
Great location. Responsive and helpful host. Lovely staff. They let us drop our bags! We had a great stay.,5
Great place to crash for a night or two. Can’t complain with the price and the location,5
Great value for location and service that comes with complimentary full breakfast,5
wish the phone was plugged in and worked but other than that. it was wonderful. also the tv needs to be upgraded to a smart tv. we were bored while In the room,5
"Stayed next door 2 days wasn’t the best stay, came here for 2 days got cool customer service first off, then they put me super high up loved that, then my room was in the back away from elevators. They took care of me for sure! Appreciate younger Spanish lady @ front desk!",5
"7 years on Airbnb Rating, 4 stars , · August 2025 we are satisfied with our stay, only one thing ,I ve to tell I ve requested for upper floor but I received 3 rd floor rest all are ok ...nice maintained n friendly place",4
"The room was clean and comfortable. The tv situation was not so good (I'm not sure why MSNBC wasn't available). The listing said there was wifi, but in fact the wifi was fairly limited unless one paid an extra five dollars. I was stuck in the elevator with some other people when I was trying to leave. We were out fairly quickly--maybe 15 minutes. When we did get out a member of staff sort of yelled at us because apparently there were too many people in the elevator (I don't remember seeing a notice about a limit, although he said there was). In any case I would gladly stay there again.",5
"Booked this hotel through Airbnb and everything seemed fine until I showed up to check in at the front desk. Not only did the lobby smell horrible, the front desk said the booking was a mistake and all rooms were full. Front desk was helpful in explaining that the hosts were given ample time to cancel the reservation due to lack of rooms, but did not do so. Explained the situation to the hosts, who had already reached out previously to tell me my room was ready, and they were the opposite of helpful. They refused to cancel my reservation and refund me and didn’t even offer to help find alternate accommodation. I was alone around midnight in the middle of Times Square and hosts were not helpful or empathetic.",1
"our stay at the hotel was great. it was great that the hotel had breakfast and we could explore the city within walking distance. another big plus was that there was a metro nearby. living here we understood that this is a tourist area, and there are a lot of different strange people around, as well as homeless people. but for us it was not a problem, as the hotel itself was good and the location was completely suitable. so if you are interested in the sights in this area, this hotel is for you. if you want a quiet holiday, you need another area. the only negative, in the room I found a cockroach. I ask the staff to pay attention to this. overall it was clean and comfortable",5
"I’ll definitely come back, an incredible location",5
"4 years on Airbnb Rating, 5 stars , · 2 weeks ago Amazing! Thanks for everything",5
I enjoyed my stay would book again,5
"Very conveniently located, it was possible to walk to all the famous places. Excellent breakfast every day. Very friendly staff and they received several packages that I sent to the hotel. The only downside is that you had to wait for the elevator sometimes because there are only two elevators and 32 floors. But despite that, highly recommended and great value for money. Translated from Spanish Show original",5
"Excellent hotel, value for money, very good location. Small downside, you can't close the curtains because of the air conditioning block in the room, you shouldn't be afraid to sleep with the light on. The other downside is the inability to add an extra night on site, you have to go through the platform and the prices vary enormously upwards. Otherwise, very good stay overall. Translated from French Show original",4
"Location is great but the room was a bit dirty and the air conditioning was very strange to use and a bit broken. The bed was also a bit stained. Unfortunately, there was also no blanket cover and only a thin blanket. But the location makes up for the price and the free breakfast was American but okay Translated from German Show original",4
Great stay. Close to everything we had on the bucket list.,5
Great location at a great price!,5
Awesome place to stay in Times Square.,5
"Great place to stay, walking distance to a lot",5
"It was the holiday season in December, and the yen was weak, so I had a hard time finding a place to stay for 4 nights, but this place is in a very convenient location within 15 minutes of Times Square and Grand Central Station, and despite being a Hilton, it was relatively reasonably priced, which was very helpful. It was quiet at night, and there were many 7-Eleven, fast food stores, and restaurants in the area, so I had no trouble eating. A fridge, safe, and hair dryer are also provided. Although the air conditioner was a bit old, the room temperature was stable and we had a pleasant time. You can also take an Uber in front of the hotel. During our 4-night stay, the bathroom and sheets were cleaned daily, and we had a peaceful stay. Breakfast is delicious and there is a service that bakes waffles. The menu changes daily, but the omelet with vegetables, bacon, and cheese was especially delicious and my favorite. Also, the host provided check-in instructions and messages about the trip, which made me feel warm. The only thing that bothered me was the crowded elevator. We stayed as a couple, but we were over capacity and had to wait a few times, and we were a little tired when we had to wait about 15 minutes to go down from the 16th floor to the 1st floor. The employees use the same elevator as the guests, and I don't know if it was a malfunction or why, but it frequently stopped on floors where no one was there, and the wait time felt even longer that day. I'm sorry to ask for a personal request, but I would appreciate it if you could avoid using the elevator for cleaning as much as possible during the busy breakfast hours (6:00-10:00). During non-crowded hours, I was able to use it smoothly without any particular problems. Apart from the above, it was a very pleasant stay overall. I was able to leave my carry-on bag after check-out, so I was able to walk around the city for a few hours before going to the airport, and I really enjoyed my first trip to New York. Translated from Japanese Show original",5
Great stay! no complaints! Would do again. Loved it.,5
Great location. It’s a nice hotel,5
All around excellent! Would stay again.,5
"I was surprised by the room, it's exactly as pictured, it's VERY comfortable. My check-in was early, which is very good for those who arrive early after hours on the plane. The reception was ready to assist us. For sure, I'll be back. And the communication was excellent too! And having breakfast included is excellent, it's a basic breakfast but it's worth it! Translated from Portuguese Show original",5
All around great. Slight issue with elevators.,5
Walkable to everything. Close to transportation hub.,5
Great hotel! Clean and comfortable,5
Great location. Easy walking to everything.,5
"10 years on Airbnb Rating, 5 stars , · October 2025 Great location; friendly and helpful staff. Clean room",5
"Clean, serviceable, adequate accommodations near all the Broadway shows and transit!",5
An affordable stay near a subway stop with many route options.,4
"Overall, everything was as described. Would defined book again.",5
"Super easy check in, easily walkable. Clean.",5
"2 years on Airbnb Rating, 5 stars , · September 2025 Perfect stay/place & way to finish my US experience. Thank you. ANn",5
